train_acc,train_loss,val_acc,val_loss
0.027431578947368425,4.4290695,0.0424,4.233508
0.0500421052631579,4.145174,0.05840000000000001,4.040583
0.06631578947368422,3.9891205,0.0904,3.857753
0.08690526315789475,3.8735244,0.08800000000000001,3.8459659
0.10383157894736844,3.771432,0.10559999999999999,3.7334466
0.12082105263157895,3.6924646,0.11639999999999999,3.6988866
0.13273684210526315,3.618127,0.14320000000000002,3.6063862
0.14682105263157896,3.5345945,0.1448,3.5550127
0.1577263157894737,3.4728084,0.1548,3.494881
0.17086315789473683,3.40535,0.18,3.3530793
0.18077894736842107,3.3470986,0.18239999999999998,3.3492026
0.19016842105263157,3.2916942,0.17720000000000002,3.3033571
0.20025263157894738,3.2391021,0.2072,3.1915998
0.21406315789473684,3.1792111,0.20879999999999999,3.1403906
0.22080000000000002,3.1329029,0.2284,3.0723815
0.23145263157894735,3.0710835,0.22360000000000002,3.1121922
0.24157894736842106,3.0234911,0.23920000000000002,3.0201263
0.2527578947368421,2.9657059,0.24480000000000002,2.9953432
0.2618105263157895,2.9113615,0.23199999999999998,3.0278049
0.27035789473684213,2.8651297,0.266,2.875705
0.2794105263157895,2.8215115,0.2728,2.8355105
0.2902315789473684,2.772749,0.2856,2.773363
0.29661052631578944,2.738202,0.2752,2.760367
0.3027578947368421,2.690048,0.28400000000000003,2.7398195
0.314,2.6499896,0.2928,2.7687702
0.32075789473684213,2.6067019,0.3176,2.6876113
0.32869473684210526,2.5736606,0.3164,2.6161103
0.3348842105263158,2.5473278,0.34240000000000004,2.5562735
0.3411789473684211,2.5050993,0.324,2.5964346
0.3497684210526316,2.4825437,0.3164,2.591031
0.3535578947368421,2.449986,0.3308,2.5165071
0.36284210526315797,2.4166698,0.3363999999999999,2.554818
0.36322105263157894,2.3943949,0.352,2.4718957
0.37292631578947366,2.3706782,0.32280000000000003,2.5483305
0.37901052631578946,2.337255,0.3404,2.544511
0.3821052631578947,2.3182647,0.3532,2.490323
0.3876421052631579,2.2944512,0.36200000000000004,2.4106581
0.3956,2.26698,0.3556,2.5021713
0.39675789473684214,2.2521467,0.37439999999999996,2.3862712
0.4010736842105263,2.2231388,0.38520000000000004,2.3875742
0.4074105263157895,2.2053413,0.36920000000000003,2.4013681
0.4110736842105263,2.1893535,0.37839999999999996,2.3629334
0.4161894736842105,2.1672325,0.3876,2.320848
0.4209684210526316,2.1468773,0.3868,2.2887938
0.42410526315789476,2.1276941,0.3688,2.415197
0.43225263157894733,2.1088939,0.3884,2.319318
0.4360842105263158,2.0854988,0.39520000000000005,2.2706308
0.43682105263157894,2.0744858,0.40240000000000004,2.2376819
0.44141052631578953,2.056505,0.3920000000000001,2.2561197
0.4450947368421053,2.0461714,0.39640000000000003,2.23981
0.4492631578947369,2.029319,0.38439999999999996,2.3039424
0.4514526315789474,2.010409,0.3848,2.3410752
0.45526315789473687,1.9948878,0.3972,2.2176008
0.4585052631578947,1.9795069,0.4132,2.1977754
0.46084210526315794,1.9657623,0.392,2.3217278
0.464,1.9596646,0.4224000000000001,2.1576288
0.467221052631579,1.9447032,0.408,2.1961608
0.4732,1.9253848,0.4168,2.1376786
0.4730526315789474,1.9192874,0.41080000000000005,2.1881258
0.4800421052631579,1.8928027,0.43,2.1433735
0.4809894736842106,1.8825876,0.43879999999999997,2.1351452
0.4838315789473684,1.8770202,0.4268,2.1550097
0.48736842105263156,1.8644228,0.42839999999999995,2.1769583
0.4890526315789474,1.851111,0.4404,2.0979662
0.48909473684210525,1.8426046,0.4256,2.1559403
0.4962105263157895,1.8249258,0.42400000000000004,2.1313288
0.49404210526315795,1.8191754,0.43520000000000003,2.129028
0.5013052631578947,1.8033015,0.4324,2.1408622
0.49816842105263165,1.7982898,0.43920000000000003,2.1022506
0.5033684210526316,1.788263,0.4436,2.1040668
0.5021473684210526,1.7845135,0.4404,2.0745008
0.5055578947368421,1.7684041,0.4364,2.1181006
0.5097684210526315,1.7608547,0.44120000000000004,2.0853558
0.5138947368421053,1.7450434,0.4364,2.107403
0.5153263157894736,1.7430656,0.4416,2.0805922
0.5145894736842105,1.7362592,0.4484,2.072448
0.5163368421052631,1.7308131,0.4484,2.0531077
0.5196631578947368,1.7200841,0.44559999999999994,2.0994842
0.5194947368421052,1.7137924,0.45439999999999997,2.0585775
0.5231368421052631,1.7059412,0.4548,2.0550828
0.5192210526315789,1.7091774,0.4496,2.0652783
0.522421052631579,1.7027339,0.4424,2.056294
0.5240210526315788,1.6961637,0.4464,2.0664704
0.5280842105263158,1.6869982,0.4536,2.0512404
0.5290947368421054,1.6803472,0.45000000000000007,2.040611
0.5304421052631579,1.6744338,0.45799999999999996,2.0398414
0.5300631578947368,1.6767083,0.45039999999999997,2.031512
0.5290526315789473,1.6698065,0.4524,2.0513184
0.5332,1.6613231,0.45799999999999996,2.0526145
0.5332631578947369,1.6593018,0.4508,2.0393138
0.5328842105263157,1.665511,0.4568,2.0386164
0.5328,1.6579437,0.4616,2.03695
0.5381684210526316,1.6491839,0.45159999999999995,2.0486062
0.5372631578947368,1.6527606,0.4592,2.03643
0.5367157894736843,1.6494175,0.4628,2.0476694
0.5362947368421053,1.6451414,0.4584,2.0410535
0.5351789473684211,1.6485912,0.4508,2.0335853
0.5382947368421053,1.640003,0.4503999999999999,2.0393302
0.5384,1.6388732,0.45480000000000004,2.0421026
0.5370736842105264,1.6387993,0.4576,2.0341814
